id,price
1,124627.92160620741
2,233243.98440432377
3,364618.1390999048
4,137655.72073023338
5,183392.86088911284
6,174601.20246469998
7,95534.50539081593
8,233212.06977683157
9,233262.7537490603
10,242655.78679103256
11,95534.50539081593
12,168976.4472811048
13,242562.12073748122
14,233212.06977683157
15,233262.7537490603
16,122316.11004892955
17,348208.3774140409
18,233255.76915672093
19,181376.97517276416
20,95534.50539081593
21,174179.14610450887
22,175223.14799969128
23,119891.48161939323
24,246575.44322178693
25,95534.50539081593
26,233262.7537490603
27,148507.72597898176
28,415852.25093016436
29,95534.50539081593
30,95534.50539081593
31,641173.1401692178
32,241873.40050347816
33,189202.8804685775
34,166733.38060743452
35,160811.03785544122
36,364432.63878321147
37,122319.8202991822
38,122316.11004892955
39,139658.5930787267
40,236398.94124247422
41,137655.72073023338
42,95534.50539081593
43,178376.30761910928
44,363479.1373876661
45,124243.24886441775
46,122316.11004892955
47,233903.93940833153
48,122316.11004892955
49,95534.50539081593
50,233391.00492281656
51,95534.50539081593
52,122316.11004892955
53,676981.2770339003
54,122356.4504513938
55,95534.50539081593
56,122356.4504513938
57,182530.68443839083
58,234429.4417339393
59,242562.12073748122
60,122316.11004892955
61,122316.11004892955
62,355065.83552590664
63,98075.94483165794
64,122379.84070937014
65,167265.98369900195
66,233212.06977683157
67,95534.50539081593
68,343141.2787476021
69,363479.1373876661
70,95534.50539081593
71,233212.06977683157
72,124243.24886441775
73,168148.4650332811
74,95534.50539081593
75,95534.50539081593
76,122356.4504513938
77,242673.3814573771
78,527288.7680275575
79,166624.69129039868
80,232766.0996975049
81,361803.7555949546
82,563581.7038548834
83,246123.91711203408
84,122316.11004892955
85,122356.4504513938
86,122319.8202991822
87,166755.58338268148
88,196667.40248016219
89,233243.98440432377
90,238938.55405399503
91,233230.8391215682
92,122356.4504513938
93,122316.11004892955
94,95534.50539081593
95,233212.06977683157
96,122319.8202991822
97,347086.2307485673
98,122316.11004892955
99,122316.11004892955
100,357983.93968395307
101,95534.50539081593
102,124243.24886441775
103,122324.06164581054
104,1658515.109840927
105,126027.57846464141
106,95534.50539081593
107,95534.50539081593
108,241893.88399125618
109,242562.12073748122
110,95534.50539081593
111,128873.85860361495
112,343755.3176957249
113,122356.4504513938
114,343341.9056257058
115,166624.69129039868
116,124723.8727848826
117,124723.8727848826
118,242713.93091927213
119,122356.4504513938
120,122316.11004892955
121,95534.50539081593
122,95534.50539081593
123,233262.7537490603
124,122316.11004892955
125,174657.28136605505
126,183392.86088911284
127,126027.57846464141
128,364394.615074436
129,181970.18138928118
130,95534.50539081593
131,122356.4504513938
132,95574.84579328017
133,124152.11354501157
134,124243.24886441775
135,166624.69129039868
136,242074.02774784865
137,181970.18138928118
138,95534.50539081593
139,122316.11004892955
140,95534.50539081593
141,233212.06977683157
142,233212.06977683157
143,95534.50539081593
144,370341.0501586477
145,95534.50539081593
146,233212.06977683157
147,124267.52300586508
148,464602.28056676924
149,826248.9131443878
150,242562.12073748122
151,95534.50539081593
152,233428.5491923562
153,124731.50016704008
154,95534.50539081593
155,527016.9110539027
156,166624.69129039868
157,95534.50539081593
158,122316.11004892955
159,478434.619947902
160,231615.20686951847
161,1581654.643882446
162,365909.7553992853
163,166840.99638985077
164,233903.93940833153
165,233212.06977683157
166,124723.8727848826
167,122316.11004892955
168,233212.06977683157
169,95534.50539081593
170,233922.70875306817
171,122319.8202991822
172,239360.27905804463
173,233212.06977683157
174,166814.07915101692
175,342756.3700647661
176,174437.82671572088
177,244254.9726318136
178,137766.55189199952
179,122316.11004892955
180,95534.50539081593
181,236549.60864835206
182,140451.82257590396
183,364375.54419759737
184,168976.4472811048
185,122316.11004892955
186,137821.2654381842
187,95534.50539081593
188,345514.2992272212
189,360821.22421134147
190,124243.24886441775
191,122356.4504513938
192,122356.4504513938
193,95550.94448672443
194,124243.24886441775
195,137766.55189199952
196,124243.24886441775
197,236825.28801617818
198,122324.06164581054
199,233365.98578874324
200,233230.8391215682
201,464602.28056676924
202,470184.83093067864
203,233212.06977683157
204,166615.0856567624
205,233342.3149454404
206,233212.06977683157
207,245463.4310659514
208,139654.1953727432
209,95534.50539081593
210,1504855.0812135509
211,137821.2654381842
212,1463600.9827176656
213,122316.11004892955
214,95534.50539081593
215,122356.4504513938
216,174847.29814400835
217,961625.4747852344
218,100300.7867548107
219,166814.07915101692
220,242732.4644724822
221,122319.8202991822
222,124243.24886441775
223,124243.24886441775
224,233212.06977683157
225,349360.0377389449
226,519772.3300313841
227,124723.8727848826
228,122419.9694994149
229,95534.50539081593
230,122316.11004892955
231,124731.50016704008
232,1376965.2834703005
233,122316.11004892955
234,182111.38020719853
235,242713.93091927213
236,124152.11354501157
237,484902.98636091955
238,122316.11004892955
239,95534.50539081593
240,804332.3411592536
241,344433.8430289839
242,95534.50539081593
243,122324.06164581054
244,95534.50539081593
245,348347.0652107332
246,166733.38060743452
247,348337.4600366619
248,202470.2824227523
249,124627.92160620741
250,95534.50539081593
251,370341.0501586477
252,168148.4650332811
253,345491.0260810405
254,202208.42373321144
255,95538.21564106857
256,98075.94483165794
257,122554.21888538427
258,166765.18901631772
259,148349.77212827432
260,242562.12073748122
261,233372.23557808
262,139658.5930787267
263,124723.8727848826
264,791047.6245715452
265,124627.92160620741
266,122316.11004892955
267,1271074.9224296052
268,233212.06977683157
269,233212.06977683157
270,271261.6696864483
271,350087.4441822734
272,182380.01703251287
273,95534.50539081593
274,242546.91734974098
275,124250.87624657521
276,233212.06977683157
277,242694.44076370672
278,95534.50539081593
279,120155.49683979926
280,233212.06977683157
281,242370.86112807196
282,1251256.9096065818
283,122319.8202991822
284,166779.7759073458
285,95534.50539081593
286,168027.1041740807
287,95534.50539081593
288,122316.11004892955
289,167180.25512609462
290,167344.98400574084
291,95534.50539081593
292,122356.4504513938
293,122379.84070937014
294,126027.57846464141
295,242658.04478083056
296,233212.06977683157
297,95550.94448672443
298,124243.24886441775
299,242370.86112807196
300,1563915.2898146987
301,122316.11004892955
302,350802.7147545812
303,95534.50539081593
304,122316.11004892955
305,95534.50539081593
306,124152.11354501157
307,95534.50539081593
308,364432.63878321147
309,166755.58338268148
310,363479.1373876661
311,137821.2654381842
312,161243.13853415265
313,238603.41929324626
314,167299.2596612278
315,242713.93091927213
316,95574.84579328017
317,122356.4504513938
318,190171.09037576386
319,122316.11004892955
320,124627.92160620741
321,232656.76682953458
322,95574.84579328017
323,98105.6838418361
324,95830.74609702644
325,182380.01703251287
326,244324.39037668542
327,988051.5543182938
328,233212.06977683157
329,238928.88600041255
330,1413236.3156969463
331,202470.2824227523
332,238754.08669912413
333,242713.93091927213
334,981311.9730788727
335,122356.4504513938
336,233243.98440432377
337,349360.0377389449
338,95534.50539081593
339,122379.84070937014
340,233212.06977683157
341,122316.11004892955
342,173770.560103785
343,233243.98440432377
344,183392.86088911284
345,95534.50539081593
346,236975.95542205605
347,365909.7553992853
348,166733.38060743452
349,122356.4504513938
350,233372.23557808
351,122319.8202991822
352,139658.5930787267
353,95534.50539081593
354,122379.84070937014
355,167968.53761464695
356,367111.8767455349
357,124243.24886441775
358,372077.45983850735
359,245428.04213963557
360,349360.0377389449
361,138091.09526466372
362,236975.95542205605
363,355009.01212164265
364,241888.4452192233
365,233212.06977683157
366,821079.0087117626
367,363479.1373876661
368,555223.8469340336
369,95550.94448672443
370,177817.47070497664
371,122316.11004892955
372,166779.7759073458
373,95534.50539081593
374,174437.82671572088
375,233212.06977683157
376,124299.88553941739
377,233212.06977683157
378,124627.92160620741
379,183392.86088911284
380,174657.28136605505
381,95550.94448672443
382,166765.18901631772
383,95534.50539081593
384,139658.5930787267
385,1153633.568812687
386,236783.95347827068
387,169137.28003716198
388,242505.58281183348
389,95534.50539081593
390,95534.50539081593
391,174425.62360965504
392,95534.50539081593
393,797132.713959188
394,160811.03785544122
395,240246.17154124874
396,95538.21564106857
397,231820.2849209469
398,124250.87624657521
