id,price
1,115687.25107204537
2,220210.58076983097
3,631977.0105227237
4,131029.46347525936
5,191955.3502799587
6,165861.57944360515
7,87931.1104404591
8,340503.5973114541
9,291431.3430774568
10,216470.03724468025
11,88353.68015374294
12,148690.08800263287
13,243732.40930853656
14,206411.91662163744
15,305610.7977109212
16,88052.741905338
17,314207.62897526484
18,378989.86236518266
19,175086.86165821008
20,88464.45874306849
21,156732.3686201642
22,228429.27566494994
23,176092.52137326507
24,366127.35590898764
25,84850.83731050394
26,303170.6008845541
27,143749.0087809609
28,316746.40545930504
29,88555.3340597146
30,84509.52221913387
31,550643.5731237796
32,365186.34385000577
33,219904.26652316895
34,148805.80228679007
35,145774.01186916215
36,453731.6423419196
37,107199.29749234855
38,89196.93379538847
39,131815.49579009233
40,277189.1986673244
41,155211.01875487922
42,88555.3340597146
43,229198.12458962842
44,458019.73709943343
45,117559.59092969075
46,88565.2492844602
47,263327.29716865707
48,88052.741905338
49,82690.70086494573
50,235574.09835625679
51,82690.70086494573
52,95174.416923763
53,1157950.6498444998
54,108442.95230263403
55,94804.86261479142
56,115449.79441004219
57,172691.8684839009
58,261603.77790820034
59,235901.27208046187
60,88166.187703709
61,88565.2492844602
62,287523.0782841604
63,117278.2848290909
64,116540.21422386703
65,199133.91970941916
66,206295.98572529014
67,88555.3340597146
68,333949.91690672754
69,365182.27779922157
70,95836.25988503026
71,340503.5973114541
72,171661.04947105842
73,148647.0323281494
74,88555.3340597146
75,82690.70086494573
76,109639.78143618515
77,236307.25620615808
78,361387.89542905457
79,148688.92854113298
80,248002.36521752353
81,332396.36239136197
82,655624.3375133395
83,528830.1539482472
84,88052.741905338
85,108442.95230263403
86,107199.29749234855
87,147259.75038676683
88,222619.17457743397
89,233907.632553578
90,204624.29144252886
91,265841.361418595
92,115449.79441004219
93,95174.416923763
94,84731.91672366514
95,206295.98572529014
96,107199.29749234855
97,460818.9908502957
98,89720.77715307105
99,90742.01439383227
100,313249.4342296338
101,86659.57153230748
102,118374.76456827298
103,115934.77201448297
104,1644689.5637877383
105,126902.46102179984
106,89932.13728085866
107,81370.15408586404
108,204017.15968819195
109,289495.2992148532
110,88555.3340597146
111,125707.38140231589
112,281318.972143716
113,117338.55352792049
114,274196.093625838
115,200609.86277987802
116,117017.70305111712
117,117865.49978807464
118,236730.34055562547
119,149708.7944156903
120,88052.741905338
121,82690.70086494573
122,84850.83731050394
123,261180.31395885703
124,88052.741905338
125,168341.09899487105
126,273258.7175567568
127,126902.46102179984
128,428712.2335884298
129,170746.47441912553
130,82690.70086494573
131,108186.17444852542
132,150764.34346438776
133,117053.95545174654
134,117559.59092969075
135,148688.92854113298
136,206134.4322001922
137,170746.47441912553
138,82690.70086494573
139,88052.741905338
140,88555.3340597146
141,205644.3921637169
142,206094.9505624836
143,82478.8471175523
144,303513.05858178716
145,86659.57153230748
146,262335.34780158696
147,125306.06220181401
148,615792.1005927614
149,793588.8572774372
150,236506.91480604286
151,89932.13728085866
152,263296.69203725655
153,126342.59219373898
154,94804.86261479142
155,456105.33497867844
156,148688.92854113298
157,86741.85818573405
158,88052.741905338
159,318558.17253545485
160,202924.18692610654
161,2185352.958450007
162,472313.11867082317
163,148827.96689660687
164,236111.99479779092
165,205608.55636892188
166,116682.53112146302
167,90455.47297923957
168,206094.9505624836
169,88353.68015374294
170,236276.3462464251
171,114434.54246496699
172,214430.1544221976
173,226926.90368366844
174,148532.43506735688
175,358004.45934270433
176,168297.2935869578
177,309009.4399107941
178,131791.13245715047
179,88319.11031198002
180,95836.25988503026
181,275570.2318972366
182,133662.01401361087
183,494171.9654702992
184,148690.08800263287
185,95174.416923763
186,131795.709470904
187,81201.12192192384
188,314218.7097001738
189,523042.3833945744
190,118374.76456827298
191,108186.17444852542
192,115449.79441004219
193,126454.69097699293
194,180924.34311654166
195,145442.41336066634
196,118374.76456827298
197,204553.0980094863
198,107468.1557992304
199,235574.09835625679
200,204860.67740751547
201,443067.75675775093
202,453691.8589742226
203,264604.0462491658
204,147610.8673490208
205,199502.83584882738
206,206295.98572529014
207,263937.00270803116
208,131115.47096484702
209,84731.91672366514
210,2948644.756363909
211,131795.709470904
212,1754636.3785208794
213,88319.11031198002
214,88353.68015374294
215,115449.79441004219
216,225465.45291870137
217,464766.69409876794
218,126295.59537731159
219,201377.45688188713
220,240288.49188035383
221,107199.29749234855
222,187601.2329461958
223,144046.76619855146
224,205640.0007266924
225,330896.86212244624
226,575148.219551846
227,117865.49978807464
228,94771.00980566841
229,94804.86261479142
230,95174.416923763
231,125732.65756402658
232,557755.8809242096
233,92625.36310781291
234,172038.2858299511
235,236585.512575471
236,117053.95545174654
237,652443.647805408
238,88052.741905338
239,82804.21856844924
240,854739.5252361225
241,286006.0231069548
242,83556.72696707357
243,109742.6223208004
244,88379.89713174381
245,334644.00730524556
246,148805.80228679007
247,316733.5767119879
248,242122.84714379796
249,144124.61963986448
250,83243.1991086472
251,303513.05858178716
252,178295.3237995048
253,274053.7633277834
254,238472.89765576881
255,97985.17048954386
256,163662.6814786594
257,117045.71984921467
258,148827.96689660687
259,143021.4766437927
260,226418.8601411683
261,235574.09835625679
262,145495.60746938543
263,116682.53112146302
264,854420.7082795161
265,112034.85232958314
266,88565.2492844602
267,1082546.0098330933
268,264079.54604891717
269,205876.3041235752
270,373857.9616092534
271,324280.7966247647
272,172691.8684839009
273,87931.1104404591
274,221588.22592479395
275,133616.80351810023
276,263048.54333832714
277,236233.15458449133
278,82804.21856844924
279,176076.3075666914
280,226926.90368366844
281,207123.51224554304
282,1102556.112517716
283,114434.54246496699
284,148827.96689660687
285,82478.8471175523
286,539873.5387507925
287,83556.72696707357
288,87840.88815794457
289,148532.43506735688
290,148401.73386274176
291,82804.21856844924
292,108442.95230263403
293,116540.21422386703
294,126902.46102179984
295,236109.43700327651
296,205608.55636892188
297,98492.60613724677
298,187601.2329461958
299,209129.36464274168
300,2423625.6312985444
301,90455.47297923957
302,334952.3223753103
303,83587.7570662881
304,88052.741905338
305,81526.05186549197
306,117053.95545174654
307,86492.48086486016
308,475124.9979700783
309,147259.75038676683
310,469188.4462872802
311,131795.709470904
312,145769.5372949692
313,200859.8759273819
314,148901.36804695177
315,240174.2343297055
316,150902.05584293802
317,143494.74313598225
318,210859.13109616
319,95174.416923763
320,115687.25107204537
321,204480.2363600674
322,127145.38464691213
323,125345.23654617704
324,117084.89419357771
325,172691.8684839009
326,343696.09302659857
327,427057.3203762655
328,274091.47294472915
329,200992.50934570623
330,520344.27521448256
331,249363.2144836011
332,200895.14239816563
333,236579.15974991888
334,1197815.784094301
335,108186.17444852542
336,374790.7443800798
337,304567.10675564554
338,88240.74444323826
339,116514.38798033829
340,263225.4943188621
341,86919.12300509874
342,156732.3686201642
343,247668.44258454128
344,203172.17647583413
345,82690.70086494573
346,204553.0980094863
347,676961.1108286784
348,148805.80228679007
349,149708.7944156903
350,235574.09835625679
351,107199.29749234855
352,131815.49579009233
353,83587.7570662881
354,116540.21422386703
355,208138.93846478788
356,306198.65159741946
357,118374.76456827298
358,344737.86257170554
359,267788.2831755543
360,330226.44975410315
